"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"1317","DR","NM690","42X","42.2","Loamy","Gyp upland","Sandy","214","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1317","DR","NM690","42X","42.2","Loamy","Gyp upland","Sandy","214","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1940","64","NM690","42X","42.2","Drainage","Draw","Gravelly","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1940","64","NM690","42X","42.2","Draw","Loamy","","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1940","64","NM690","42X","42.2","Draw","Loamy","Gravelly","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1912","918","NM690","42X","42.2","Gravelly","Limestone hills","","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"757","NU","NM690","42X","42.2","Drainage","Gravelly","","657","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"758","RG","NM690","42X","42.2","Hills","Gravelly loam","Gravelly","563","<Null>","","","","<Null>","existing point inventory data","",""
"759","RG","NM690","42X","42.2","Gravelly","Hills","","536","<Null>","<Null>","","<Null>","perennial","existing point inventory data","","Seedbank 99, CDNP O09"
"760","RG","NM690","42X","42.2","Hills","Gravelly loam","Gravelly","652","<Null>","<Null>","","<Null>","<Null>","photo interpretation","",""
"761","RG","NM690","42X","42.2","Gravelly","Hills","","536","<Null>","<Null>","","<Null>","perennial","existing point inventory data","",""
"764","RG","NM690","42X","42.2","Hills","Rock land","","536","<Null>","<Null>","","<Null>","<Null>","existing point inventory data","","Seedbank"
"765","RG","NM690","42X","42.2","Gravelly","Hills","","563","<Null>","<Null>","","<Null>","<Null>","photo interpretation","",""
"766","RG","NM690","42X","42.2","Hills","Gravelly","","526","<Null>","<Null>","","<Null>","<Null>","<Null>","",""
"767","RG","NM690","42X","42.2","Drainage","<Null>","","657","<Null>","<Null>","","<Null>","<Null>","photo interpretation","",""
"770","RG","NM690","42X","42.2","Drainage","<Null>","","657","<Null>","<Null>","","<Null>","<Null>","<Null>","",""
"771","RG","NM690","42X","42.2","Gravelly","Hills","","560","LATR2 - creosotebush","BOER4 - black grama","PAIN2 - mariola","OPUNT - pricklypear species","perennial","existing point inventory data","","15007 4"
"772","RG","NM690","42X","42.2","Hills","Gravelly loam","","526","<Null>","","","","<Null>","<Null>","",""
"1554","DR","NM690","42X","42.2","Sandy","Loamy","Deep sand","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","Traverse points"
"1556","DR","NM690","42X","42.2","Playette","Loamy","Bottomland","416","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1557","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Quadrat I2"
"1558","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1559","DR","NM690","42X","42.2","Loamy","Sandy","Clayey","217","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1560","DR","NM690","42X","42.2","Tank","<Null>","<Null>","12","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1561","DR","NM690","42X","42.2","Road","Sandy","Loamy","11","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","buildings, road"
"1562","OR","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1563","DR","NM690","42X","42.2","Playette","Bottomland","Draw","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1564","DR","NM690","42X","42.2","Playette","Sandy","Bottomland","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1566","DR","NM690","42X","42.2","Playette","Bottomland","Sandy","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","Traverse points"
"1737","WH","NM690","42X","42.2","Sandy","Loamy","Shallow sandy","124","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1738","WH","NM690","42X","42.2","Loamy","Sandy","Shallow sandy","420","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1739","WH","NM690","42X","42.2","Loamy","Sandy","Shallow sandy","241","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1740","WH","NM690","42X","42.2","Loamy","Sandy","Shallow sandy","124","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1741","WH","NM690","42X","42.2","Loamy","Sandy","","247","","<Null>","","<Null>","perennial","existing point inventory data","","3 polygons: 127, 240, 247"
"1742","WH","NM690","42X","42.2","Shallow sandy","Sandy","Loamy","124","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1743","WH","NM690","42X","42.2","Sandy","Shallow sandy","Loamy","241","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1744","DR","NM690","42X","42.2","Loamy","Clayey","Bottomland","421","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1745","DR","NM690","42X","42.2","Loamy","Sandy","Bottomland","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1746","DR","NM690","42X","42.2","Loamy","Clayey","Bottomland","214","<Null>","","<Null>","","<Null>","existing point inventory data","","Traverse 251"
"2216","OR","NM690","42X","42.2","Drainage","Sandy","","657","","<Null>","","<Null>","<Null>","<Null>","","<Null>"
"2217","OR","NM690","42X","42.2","Drainage","Sandy","<Null>","670","PRGL2 - honey mesquite","ATCA2 - fourwing saltbush","SPORO - dropseed","<Null>","perennial","site visit","","seed bank study"
"2221","47","NM690","42X","42.2","Sandy","Deep sand","Sandhills","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2223","OR","NM690","42X","42.2","Deep sand","Sandy","","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"2224","OR","NM690","42X","42.2","Deep sand","Sandy","","562","<Null>","<Null>","","<Null>","<Null>","existing point inventory data","","<Null>"
"2225","DR","NM690","42X","42.2","Gyp upland","Loamy","Sandy","720","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"2226","DR","NM690","42X","42.2","Draw","Bottomland","Loamy","724","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank study 178"
"2227","DR","NM690","42X","42.2","Tank","<Null>","<Null>","12","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"2228","DR","NM690","42X","42.2","Gyp upland","Loamy","<Null>","274","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"2233","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"2234","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","<Null>","","<Null>"
"2235","DR","NM690","42X","42.2","Loamy","<Null>","<Null>","217","PLMU3 - tobosagrass","EPTO - Torrey's jointfir","<Null>","<Null>","perennial","existing point inventory data","","seed bank 131"
"2603","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2605","47","NM690","42X","42.2","Sandy","Deep sand","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2606","47","NM690","42X","42.2","Sandy","Deep sand","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2607","47","NM690","42X","42.2","Deep sand","Sandy","<Null>","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2609","47","NM690","42X","42.2","Hills","Gravelly","Sandy","652","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2610","47","NM690","42X","42.2","Sandy","Deep sand","<Null>","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2611","47","NM690","42X","42.2","Sandy","<Null>","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Traverse 214, 221"
"2612","47","NM690","42X","42.2","Sandy","Deep sand","Hills","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2614","47","NM690","42X","42.2","Gravelly","Sandy","<Null>","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2615","47","NM690","42X","42.2","Sandy","Deep sand","Hills","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2616","47","NM690","42X","42.2","Sandy","Deep sand","<Null>","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1595","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","724","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1595","DR","NM690","42X","42.2","Loamy","Bottomland","<Null>","426","PLMU3 - tobosagrass","PRGL2 - honey mesquite","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1595","DR","NM690","42X","42.2","Sandy","Loamy","Deep sand","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1595","DR","NM690","42X","42.2","Sandy","Loamy","Deep sand","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1595","DR","NM690","42X","42.2","Sandy","Loamy","Deep sand","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1595","DR","NM690","42X","42.2","Sandy","Loamy","Deep sand","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","bladed?"
"58","OP","NM690","42X","42.2","Playette","Bottomland","Sandy","426","","<Null>","","<Null>","","<Null>","","also old state 500"
"58","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","426","","<Null>","","<Null>","","<Null>","","also old state 500"
"58","OP","NM690","42X","42.2","Sandy","Loamy","Bottomland","246","","<Null>","","<Null>","","<Null>","","also old state 500"
"58","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","246","","<Null>","","<Null>","","<Null>","","also old state 500"
"60","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"305","WP","NM690","42X","42.2","Sandy","Shallow sandy","Deep sand","420","SPFL2 - mesa dropseed","PRGL2 - honey mesquite","MUPO2 - bush muhly","GUSA2 - broom snakeweed","perennial","existing point inventory data","","seedbank 210"
"306","WP","NM690","42X","42.2","Sandy","Deep sand","<Null>","246","SPFL2 - mesa dropseed","PRGL2 - honey mesquite","SELE6 - plains bristlegrass","GUSA2 - broom snakeweed","perennial","existing point inventory data","","seedbank 211"
"307","WP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"309","WP","NM690","42X","42.2","Playette","Bottomland","Sandy","246","","<Null>","","<Null>","<Null>","photo interpretation","",""
"310","WP","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"311","WP","NM690","42X","42.2","Sandy","Shallow sandy","","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"312","WP","NM690","42X","42.2","Sandy","<Null>","","624","","<Null>","","<Null>","<Null>","photo interpretation","",""
"313","WP","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"316","WP","NM690","42X","42.2","Sandy","Shallow sandy","","462","PRGL2 - honey mesquite","SPFL2 - mesa dropseed","YUEL - soaptree yucca","MUPO2 - bush muhly","perennial","existing point inventory data","","seedbank 54"
"317","WP","NM690","42X","42.2","Sandy","Shallow sandy","","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"318","WP","NM690","42X","42.2","Deep sand","Sandy","","526","","<Null>","","<Null>","<Null>","photo interpretation","",""
"319","WP","NM690","42X","42.2","Sandy","<Null>","<Null>","420","","<Null>","","<Null>","<Null>","photo interpretation","",""
"320","WP","NM690","42X","42.2","Sandy","Deep sand","","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"321","WP","NM690","42X","42.2","Sandy","Shallow sandy","","426","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"322","WP","NM690","42X","42.2","Sandy","<Null>","","420","","<Null>","","<Null>","<Null>","photo interpretation","",""
"324","WP","NM690","42X","42.2","Sandy","Shallow sandy","","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"325","WP","NM690","42X","42.2","Sandy","Deep sand","","642","","<Null>","","<Null>","<Null>","photo interpretation","",""
"335","WP","NM690","42X","42.2","Sandy","<Null>","","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"339","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","214","","<Null>","","<Null>","<Null>","photo interpretation","",""
"340","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","124","BOER4 - black grama","SPFL2 - mesa dropseed","YUEL - soaptree yucca","PRGL2 - honey mesquite","perennial","existing point inventory data","","seedbank 193"
"342","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","124","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse 231"
"343","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","124","","<Null>","","<Null>","<Null>","photo interpretation","",""
"344","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","241","","<Null>","","<Null>","perennial","existing point inventory data","","SPFL2 G12"
"345","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","",""
"346","OP","NM690","42X","42.2","Sandy","Shallow sandy","Deep sand","642","","<Null>","","<Null>","<Null>","photo interpretation","",""
"347","OP","NM690","42X","42.2","Sandy","Deep sand","<Null>","246","","<Null>","","<Null>","<Null>","photo interpretation","",""
"349","OP","NM690","42X","42.2","Sandy","Shallow sandy","Deep sand","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"350","OP","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","421","","<Null>","","<Null>","<Null>","photo interpretation","",""
"352","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","640","","<Null>","","<Null>","<Null>","photo interpretation","",""
"353","OP","NM690","42X","42.2","Playette","Bottomland","Sandy","642","","<Null>","","<Null>","<Null>","photo interpretation","",""
"354","WH","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","perennial","existing point inventory data","","Quadrat A1"
"355","WH","NM690","42X","42.2","Sandy","Shallow sandy","","426","","<Null>","","<Null>","perennial","photo interpretation","",""
"356","WH","NM690","42X","42.2","Playette","Bottomland","Sandy","642","","<Null>","","<Null>","<Null>","photo interpretation","",""
"357","WH","NM690","42X","42.2","Sandy","Shallow sandy","","426","PRGL2 - honey mesquite","MUPO2 - bush muhly","SPFL2 - mesa dropseed","ATCA2 - fourwing saltbush","perennial","existing point inventory data","","seedbank 58, Quadrat A2"
"358","WP","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
